time="2024-03-18 17:42:38" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 17:42:42" level=info msg="| 200 |    2.555445ms |             ::1 | GET | /main |"
time="2024-03-18 17:42:50" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"1\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 17:42:50" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"1\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 17:42:50" level=info msg="| 200 |    9.007449ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 17:42:50" level=info msg="| 200 |   14.268772ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-03-18 17:42:55" level=info msg="| 200 |     936.735µs |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 17:42:55" level=info msg="| 200 |    2.533518ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 17:42:58" level=info msg="| 200 |    1.555068ms |             ::1 | GET | /pannel |"
time="2024-03-18 17:42:58" level=info msg="| 200 | 14.548911181s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 17:42:58" level=info msg="| 200 |    5.266386ms |             ::1 | GET | /kefu/chartStatistics |"
time="2024-03-18 17:43:00" level=info msg="| 200 |    2.679802ms |             ::1 | GET | /chat_main |"
time="2024-03-18 17:43:00" level=info msg="| 200 |    2.297384ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 17:43:00" level=info msg="| 200 |    3.738637ms |             ::1 | GET | /replys |"
time="2024-03-18 17:43:00" level=info msg="| 200 |    3.374529ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 17:43:00" level=info msg="| 200 |    4.585627ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:43:02" level=info msg="| 200 |    1.719887ms |             ::1 | GET | /pannel |"
time="2024-03-18 17:43:02" level=info msg="| 200 |  1.771534982s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 17:43:02" level=info msg="| 200 |     821.362µs |             ::1 | GET | /kefu/chartStatistics |"
time="2024-03-18 17:43:06" level=info msg="| 200 |    3.476626ms |             ::1 | GET | /chat_main |"
time="2024-03-18 17:43:07" level=info msg="| 200 |    2.640428ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 17:43:07" level=info msg="| 200 |    3.311391ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 17:43:07" level=info msg="| 200 |    7.445752ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:43:07" level=info msg="| 200 |    9.714284ms |             ::1 | GET | /replys |"
time="2024-03-18 17:43:08" level=info msg="| 200 |    1.416839ms |             ::1 | GET | /setting |"
time="2024-03-18 17:43:08" level=info msg="| 200 |  909.642737ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 17:43:08" level=info msg="| 200 |    2.074732ms |             ::1 | GET | /setting_statistics |"
time="2024-03-18 17:43:08" level=info msg="| 200 |      799.04µs |             ::1 | GET | /statistics |"
time="2024-03-18 17:43:10" level=info msg="| 200 |     1.66822ms |             ::1 | GET | /setting_modifypass |"
time="2024-03-18 17:43:13" level=info msg="| 200 |    1.491422ms |             ::1 | GET | /setting_avator |"
time="2024-03-18 17:43:13" level=info msg="| 200 |   18.180977ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 17:43:15" level=info msg="| 200 |    2.026414ms |             ::1 | GET | /setting_config |"
time="2024-03-18 17:43:15" level=info msg="| 200 |    2.229782ms |             ::1 | GET | /configs |"
time="2024-03-18 17:43:16" level=info msg="| 200 |    2.063873ms |             ::1 | GET | /setting_ipblack |"
time="2024-03-18 17:43:17" level=info msg="| 200 |    1.303002ms |             ::1 | GET | /ipblacks_all |"
time="2024-03-18 17:43:17" level=info msg="| 200 |    2.319902ms |             ::1 | GET | /setting_deploy |"
time="2024-03-18 17:43:20" level=info msg="| 200 |    1.539799ms |             ::1 | GET | /pannel |"
time="2024-03-18 17:43:20" level=info msg="| 200 |    2.532123ms |             ::1 | GET | /kefu/chartStatistics |"
time="2024-03-18 17:43:22" level=info msg="| 200 |      4.4842ms |             ::1 | GET | /chat_main |"
time="2024-03-18 17:43:23" level=info msg="| 200 |     596.247µs |             ::1 | GET | /ipblacks |"
time="2024-03-18 17:43:23" level=info msg="| 200 |     1.43939ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:43:23" level=info msg="| 200 |    1.939195ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 17:43:23" level=info msg="| 200 |    2.246008ms |             ::1 | GET | /replys |"
time="2024-03-18 17:44:12" level=info msg="| 200 |    1.565254ms |             ::1 | GET | /pannel |"
time="2024-03-18 17:44:12" level=info msg="| 200 | 49.878081367s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 17:44:13" level=info msg="| 200 |    2.459584ms |             ::1 | GET | /kefu/chartStatistics |"
time="2024-03-18 17:45:16" level=info msg="| 200 |    4.906561ms |             ::1 | GET | /chat_main |"
time="2024-03-18 17:45:16" level=info msg="| 200 |    3.203621ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 17:45:16" level=info msg="| 200 |    8.276731ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 17:45:16" level=info msg="| 200 |    9.156303ms |             ::1 | GET | /replys |"
time="2024-03-18 17:45:16" level=info msg="| 200 |   10.514656ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:47:16" level=info msg="| 200 |     2.03475ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:49:16" level=info msg="| 200 |    3.004711ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:51:16" level=info msg="| 200 |    3.702776ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:52:53" level=info msg="send_kefu_message <nil> {\"type\":\"userOffline\",\"data\":{\"name\":\"本机地址本机地址网友\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\"}}"
time="2024-03-18 17:52:53" level=info msg="| 200 | 10m2.49058737s |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 17:53:16" level=info msg="| 200 |      63.854µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:55:16" level=info msg="| 200 |     123.217µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:57:16" level=info msg="| 200 |     127.202µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:58:16" level=info msg="| 200 |    8.837848ms |             ::1 | GET | /visitors?page=1 |"
time="2024-03-18 17:58:17" level=info msg="| 200 |      72.496µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:58:19" level=info msg="| 200 |    8.214666ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-03-18 17:58:20" level=info msg="| 200 |   18.683681ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-18 17:58:20" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 17:58:20" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"1\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 17:58:20" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"1\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 17:58:20" level=info msg="| 200 |   18.448007ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 17:58:20" level=info msg="| 404 |          98ns |             ::1 | GET | /favicon.ico |"
time="2024-03-18 17:58:20" level=info msg="| 200 |     833.469µs |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-03-18 17:58:26" level=info msg="| 200 |    1.276623ms |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 17:58:26" level=info msg="| 200 |     4.53752ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 17:58:46" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-18 17:58:46\",\"to_id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"content\":\"在这里[官网]link[https://gofly.sopans.com]!\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2024-03-18 17:58:46" level=info msg="| 200 |    5.659286ms |             ::1 | POST | /2/message |"
time="2024-03-18 17:59:13" level=info msg="| 200 |    2.337664ms |             ::1 | POST | /reply_content_save |"
time="2024-03-18 17:59:13" level=info msg="| 200 |    2.312568ms |             ::1 | GET | /replys |"
time="2024-03-18 17:59:16" level=info msg="| 200 |    1.238263ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:59:27" level=info msg="| 200 |    4.262544ms |             ::1 | POST | /ipblack |"
time="2024-03-18 17:59:33" level=info msg="| 200 |    3.264412ms |             ::1 | POST | /ipblack |"
time="2024-03-18 17:59:34" level=info msg="| 200 |    2.141854ms |             ::1 | POST | /ipblack |"
time="2024-03-18 17:59:40" level=info msg="| 200 |     562.801µs |       127.0.0.1 | POST | /2/message |"
time="2024-03-18 17:59:49" level=info msg="| 200 |     2.23223ms |             ::1 | GET | /main |"
time="2024-03-18 17:59:49" level=info msg="| 200 | 14m32.804192144s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 17:59:49" level=info msg="| 200 |    1.900921ms |             ::1 | POST | /check_auth |"
time="2024-03-18 17:59:50" level=info msg="| 200 |    5.281762ms |             ::1 | GET | /chat_main |"
time="2024-03-18 17:59:50" level=info msg="| 200 |    4.443517ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 17:59:50" level=info msg="| 200 |   13.504788ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 17:59:50" level=info msg="| 200 |   15.114925ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 17:59:50" level=info msg="| 200 |   16.472184ms |             ::1 | GET | /replys |"
time="2024-03-18 17:59:59" level=info msg="| 200 |    3.045847ms |             ::1 | DELETE | /ipblack?ip=127.0.0.1 |"
time="2024-03-18 17:59:59" level=info msg="| 200 |     507.807µs |             ::1 | GET | /ipblacks |"
time="2024-03-18 18:00:02" level=info msg="| 200 |     4.93147ms |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:00:02" level=info msg="| 200 |    13.11743ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:00:04" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-18 18:00:04\",\"to_id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"content\":\"1\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2024-03-18 18:00:04" level=info msg="| 200 |    3.315595ms |             ::1 | POST | /2/message |"
time="2024-03-18 18:00:04" level=info msg="| 404 |         154ns |       127.0.0.1 | GET | /favicon.ico |"
time="2024-03-18 18:00:04" level=info msg="| 404 |         136ns |             ::1 | GET | /favicon.ico |"
time="2024-03-18 18:00:08" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"本机地址本机地址网友\",\"avator\":\"/static/images/2.png\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-18 18:00:08\",\"to_id\":\"kefu2\",\"content\":\"11\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2024-03-18 18:00:08" level=info msg="| 200 |    4.032743ms |       127.0.0.1 | POST | /2/message |"
time="2024-03-18 18:00:21" level=info msg="| 200 |    1.893198ms |             ::1 | POST | /ipblack |"
time="2024-03-18 18:00:24" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-18 18:00:24\",\"to_id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"content\":\"1\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2024-03-18 18:00:24" level=info msg="| 200 |    3.375413ms |             ::1 | POST | /2/message |"
time="2024-03-18 18:00:29" level=info msg="| 200 |      529.27µs |       127.0.0.1 | POST | /2/message |"
time="2024-03-18 18:00:33" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-18 18:00:33\",\"to_id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"content\":\"事实上\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2024-03-18 18:00:33" level=info msg="| 200 |    4.048035ms |             ::1 | POST | /2/message |"
time="2024-03-18 18:00:47" level=info msg="| 200 |    1.613864ms |             ::1 | GET | /main |"
time="2024-03-18 18:00:48" level=info msg="| 200 |  57.38295403s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:00:48" level=info msg="| 200 |     802.335µs |             ::1 | POST | /check_auth |"
time="2024-03-18 18:00:48" level=info msg="| 200 |    5.439719ms |             ::1 | GET | /chat_main |"
time="2024-03-18 18:00:49" level=info msg="| 200 |     688.465µs |             ::1 | GET | /ipblacks |"
time="2024-03-18 18:00:49" level=info msg="| 200 |    3.199972ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 18:00:49" level=info msg="| 200 |    2.893598ms |             ::1 | GET | /replys |"
time="2024-03-18 18:00:49" level=info msg="| 200 |    6.648119ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:01:07" level=info msg="| 200 |    3.061003ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:01:07" level=info msg="| 200 |    4.517561ms |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:01:10" level=info msg="| 200 |     2.49205ms |             ::1 | DELETE | /ipblack?ip=127.0.0.1 |"
time="2024-03-18 18:01:10" level=info msg="| 200 |     510.528µs |             ::1 | GET | /ipblacks |"
time="2024-03-18 18:02:49" level=info msg="| 200 |     1.63213ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:04:49" level=info msg="| 200 |    2.639485ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:06:49" level=info msg="| 200 |    4.209959ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:07:19" level=info msg="| 200 |    4.214968ms |             ::1 | POST | /ipblack |"
time="2024-03-18 18:07:20" level=info msg="| 200 |    2.334692ms |             ::1 | POST | /ipblack |"
time="2024-03-18 18:07:24" level=info msg="| 200 |    1.306196ms |             ::1 | POST | /ipblack |"
time="2024-03-18 18:07:25" level=info msg="| 200 |    1.369331ms |             ::1 | POST | /ipblack |"
time="2024-03-18 18:07:26" level=info msg="| 200 |    2.017737ms |             ::1 | POST | /ipblack |"
time="2024-03-18 18:08:49" level=info msg="| 200 |    8.384664ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:09:42" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 18:09:43" level=info msg="| 200 |    1.212626ms |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:09:46" level=info msg="| 200 |     690.891µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:09:47" level=info msg="| 200 |    1.955727ms |             ::1 | POST | /ipblack |"
time="2024-03-18 18:09:50" level=info msg="| 200 |     479.034µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:09:56" level=info msg="| 200 |     592.987µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:10:04" level=info msg="| 200 |     718.301µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:10:16" level=info msg="| 200 |     582.362µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:10:34" level=info msg="| 200 |       463.1µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:10:49" level=info msg="| 200 |       178.7µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:11:00" level=info msg="| 200 |    1.050077ms |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:11:31" level=info msg="| 200 |      511.45µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:12:02" level=info msg="| 200 |    2.658407ms |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:12:22" level=info msg="| 200 |    4.797756ms |             ::1 | GET | /main |"
time="2024-03-18 18:12:22" level=info msg="| 200 | 2m38.677084556s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:12:22" level=info msg="| 200 |    1.456182ms |             ::1 | POST | /check_auth |"
time="2024-03-18 18:12:22" level=info msg="| 200 |    3.182901ms |             ::1 | GET | /chat_main |"
time="2024-03-18 18:12:23" level=info msg="| 200 |     666.654µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:12:23" level=info msg="| 200 |    4.055876ms |             ::1 | GET | /replys |"
time="2024-03-18 18:12:23" level=info msg="| 200 |    7.715491ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 18:12:23" level=info msg="| 200 |   10.772293ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 18:12:27" level=info msg="| 200 |     716.636µs |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:12:27" level=info msg="| 200 |    2.082445ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-03-18 18:12:28" level=info msg="| 200 |     667.789µs |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-18 18:12:31" level=info msg="| 200 |    1.596574ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-03-18 18:12:32" level=info msg="| 200 |      541.02µs |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-18 18:12:38" level=info msg="| 200 |    3.248118ms |             ::1 | GET | /visitors?page=1 |"
time="2024-03-18 18:12:39" level=info msg="| 200 |        95.4µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:12:45" level=info msg="| 200 |      2.3287ms |             ::1 | DELETE | /ipblack?ip=127.0.0.1 |"
time="2024-03-18 18:12:45" level=info msg="| 200 |     457.938µs |             ::1 | GET | /ipblacks |"
time="2024-03-18 18:12:47" level=info msg="| 200 |    1.401538ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-03-18 18:12:47" level=info msg="| 200 |    8.760834ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-18 18:12:47" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 18:12:47" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"事实上\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 18:12:47" level=info msg="| 404 |         160ns |             ::1 | GET | /favicon.ico |"
time="2024-03-18 18:12:47" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"事实上\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 18:12:47" level=info msg="| 200 |    8.402925ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:12:47" level=info msg="| 200 |     682.489µs |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-03-18 18:12:54" level=info msg="| 200 |    1.830975ms |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:12:54" level=info msg="| 200 |    2.835438ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:14:23" level=info msg="| 200 |    6.001757ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:16:23" level=info msg="| 200 |    3.984475ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:18:23" level=info msg="| 200 |    14.08359ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:20:23" level=info msg="| 200 |    1.573198ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:22:23" level=info msg="| 200 |    5.370901ms |             ::1 | GET | /visitors_kefu_online |"
