time="2024-03-20 17:59:20" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 17:59:20" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"我现在离线，稍后回复您！\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 17:59:20" level=info msg="| 404 |         136ns |             ::1 | GET | /favicon.ico |"
time="2024-03-20 20:21:10" level=info msg="| 200 |     118.941µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:23:10" level=info msg="| 200 |     191.842µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:25:10" level=info msg="| 200 |     497.241µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:27:10" level=info msg="| 200 |     124.625µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:29:10" level=info msg="| 200 |     437.923µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:31:10" level=info msg="| 200 |     116.582µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:33:10" level=info msg="| 200 |     117.961µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:35:10" level=info msg="| 200 |     158.624µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:37:10" level=info msg="| 200 |     393.421µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:39:10" level=info msg="| 200 |      78.125µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:41:10" level=info msg="| 200 |    1.117825ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:43:10" level=info msg="| 200 |     582.168µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:45:10" level=info msg="| 200 |     139.582µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:47:10" level=info msg="| 200 |      124.78µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:49:10" level=info msg="| 200 |     577.098µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:51:10" level=info msg="| 200 |     118.739µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:53:10" level=info msg="| 200 |    1.085497ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:55:10" level=info msg="| 200 |     106.254µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:57:10" level=info msg="| 200 |     143.351µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 20:59:10" level=info msg="| 200 |      87.717µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:01:10" level=info msg="| 200 |      241.49µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:03:10" level=info msg="| 200 |     819.443µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:05:10" level=info msg="| 200 |        95.4µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:07:10" level=info msg="| 200 |     563.722µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:09:10" level=info msg="| 200 |      124.02µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:11:10" level=info msg="| 200 |     160.017µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:13:10" level=info msg="| 200 |     102.267µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:15:10" level=info msg="| 200 |    7.766603ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:17:10" level=info msg="| 200 |     650.774µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:19:10" level=info msg="| 200 |    1.390752ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:21:10" level=info msg="| 200 |     131.901µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:23:10" level=info msg="| 200 |     129.734µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:25:10" level=info msg="| 200 |     256.827µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:27:10" level=info msg="| 200 |    1.286137ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:29:10" level=info msg="| 200 |       70.71µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:31:10" level=info msg="| 200 |     414.201µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:33:10" level=info msg="| 200 |     569.027µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:35:10" level=info msg="| 200 |    1.080147ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:37:10" level=info msg="| 200 |     138.631µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:39:10" level=info msg="| 200 |     101.409µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:41:10" level=info msg="| 200 |     183.609µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:43:10" level=info msg="| 200 |     250.953µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:45:10" level=info msg="| 200 |      92.019µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:47:10" level=info msg="| 200 |     175.673µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:49:10" level=info msg="| 200 |     120.291µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:51:10" level=info msg="| 200 |     114.224µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:53:10" level=info msg="| 200 |     117.317µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:55:10" level=info msg="| 200 |      97.307µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:57:10" level=info msg="| 200 |       99.69µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 21:59:10" level=info msg="| 200 |     117.264µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:01:10" level=info msg="| 200 |      204.93µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:03:10" level=info msg="| 200 |     114.206µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:05:10" level=info msg="| 200 |     128.282µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:07:10" level=info msg="| 200 |     136.446µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:09:10" level=info msg="| 200 |     136.597µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:11:10" level=info msg="| 200 |     195.755µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:13:10" level=info msg="| 200 |    1.222479ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:14:30" level=info msg="| 200 |      97.471µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:14:31" level=info msg="| 200 |    35.54703ms |             ::1 | GET | /main |"
time="2024-03-20 22:14:32" level=info msg="| 200 | 2h49m23.33831124s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDkyODc1NCwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.jeWWL5QCkRd32YULkCGA1W96KLGKtFsvViQXBu5-tco |"
time="2024-03-20 22:14:32" level=info msg="| 200 |   12.503226ms |             ::1 | GET | /chat_main |"
time="2024-03-20 22:14:32" level=info msg="| 200 |   35.067209ms |             ::1 | POST | /check_auth |"
time="2024-03-20 22:14:33" level=info msg="| 200 |      63.463µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:14:33" level=info msg="| 200 |    3.003784ms |             ::1 | GET | /kefuinfo |"
time="2024-03-20 22:14:33" level=info msg="| 200 |    6.862661ms |             ::1 | GET | /ipblacks |"
time="2024-03-20 22:14:33" level=info msg="| 200 |   20.181047ms |             ::1 | GET | /replys |"
time="2024-03-20 22:15:40" level=info msg="| 200 |   12.001204ms |       127.0.0.1 | GET | /chatIndex?kefu_id=cjk |"
time="2024-03-20 22:15:40" level=info msg="| 200 |   34.283862ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-20 22:15:40" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 22:15:40" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"我现在离线，稍后回复您！\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 22:15:41" level=info msg="| 404 |          85ns |             ::1 | GET | /favicon.ico |"
time="2024-03-20 22:15:41" level=info msg="| 200 |   27.616536ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-20 22:15:41" level=info msg="| 200 |    2.087051ms |       127.0.0.1 | GET | /notice?kefu_id=cjk |"
time="2024-03-20 22:16:33" level=info msg="| 200 |      72.652µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:17:13" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"本机地址本机地址网友\",\"avator\":\"/static/images/2.png\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-20 22:17:13\",\"to_id\":\"cjk\",\"content\":\"1\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2024-03-20 22:17:13" level=info msg="| 200 |   14.544753ms |       127.0.0.1 | POST | /2/message |"
time="2024-03-20 22:17:13" level=info msg="| 404 |          99ns |       127.0.0.1 | GET | /favicon.ico |"
time="2024-03-20 22:17:15" level=info msg="| 200 |    2.811862ms |       127.0.0.1 | POST | /2/message |"
time="2024-03-20 22:17:19" level=info msg="| 200 |    6.442161ms |             ::1 | GET | /main |"
time="2024-03-20 22:17:19" level=info msg="| 200 | 2m45.80760884s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDkyODc1NCwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.jeWWL5QCkRd32YULkCGA1W96KLGKtFsvViQXBu5-tco |"
time="2024-03-20 22:17:20" level=info msg="| 200 |    1.295099ms |             ::1 | POST | /check_auth |"
time="2024-03-20 22:17:20" level=info msg="| 200 |    8.162611ms |             ::1 | GET | /chat_main |"
time="2024-03-20 22:17:21" level=info msg="| 200 |      65.739µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:17:21" level=info msg="| 200 |    3.169746ms |             ::1 | GET | /kefuinfo |"
time="2024-03-20 22:17:21" level=info msg="| 200 |    3.912556ms |             ::1 | GET | /replys |"
time="2024-03-20 22:17:21" level=info msg="| 200 |    3.923388ms |             ::1 | GET | /ipblacks |"
time="2024-03-20 22:17:26" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"本机地址本机地址网友\",\"avator\":\"/static/images/2.png\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-20 22:17:26\",\"to_id\":\"cjk\",\"content\":\"2\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2024-03-20 22:17:26" level=info msg="| 200 |    7.492414ms |       127.0.0.1 | POST | /2/message |"
time="2024-03-20 22:17:30" level=info msg="| 200 |    3.470842ms |             ::1 | GET | /visitors?page=1 |"
time="2024-03-20 22:17:31" level=info msg="| 200 |      78.695µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:17:35" level=info msg="| 200 |    2.949883ms |             ::1 | GET | /login |"
time="2024-03-20 22:17:35" level=info msg="| 200 |  14.15991567s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDkyODc1NCwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.jeWWL5QCkRd32YULkCGA1W96KLGKtFsvViQXBu5-tco |"
time="2024-03-20 22:17:40" level=info msg="| 200 |    3.371485ms |             ::1 | GET | /login |"
time="2024-03-20 22:17:46" level=info msg="| 200 |    2.231549ms |             ::1 | POST | /check |"
time="2024-03-20 22:17:46" level=info msg="| 200 |    1.863848ms |             ::1 | GET | /main |"
time="2024-03-20 22:17:48" level=info msg="| 200 |    1.640885ms |             ::1 | POST | /check_auth |"
time="2024-03-20 22:17:48" level=info msg="| 200 |    5.290365ms |             ::1 | GET | /chat_main |"
time="2024-03-20 22:17:49" level=info msg="| 200 |     459.968µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:17:49" level=info msg="| 200 |    2.261885ms |             ::1 | GET | /replys |"
time="2024-03-20 22:17:49" level=info msg="| 200 |    4.212279ms |             ::1 | GET | /kefuinfo |"
time="2024-03-20 22:17:49" level=info msg="| 200 |    10.85161ms |             ::1 | GET | /ipblacks |"
time="2024-03-20 22:17:52" level=info msg="| 200 |    3.295286ms |       127.0.0.1 | GET | /chatIndex?kefu_id=cjk |"
time="2024-03-20 22:17:52" level=info msg="| 200 | 2m10.654313866s |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-20 22:17:52" level=info msg="| 200 |    6.726894ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-20 22:17:52" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 22:17:52" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"2\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 22:17:52" level=info msg="| 404 |         156ns |             ::1 | GET | /favicon.ico |"
time="2024-03-20 22:17:52" level=info msg="| 200 |  100.201343ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-20 22:17:52" level=info msg="| 200 |    1.090168ms |       127.0.0.1 | GET | /notice?kefu_id=cjk |"
time="2024-03-20 22:17:56" level=info msg="| 200 |     945.316µs |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-20 22:17:56" level=info msg="| 200 |     4.43965ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-20 22:18:02" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"本机地址本机地址网友\",\"avator\":\"/static/images/2.png\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-20 22:18:02\",\"to_id\":\"cjk\",\"content\":\"1\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2024-03-20 22:18:02" level=info msg="| 200 |     4.29376ms |       127.0.0.1 | POST | /2/message |"
time="2024-03-20 22:18:02" level=info msg="| 404 |         109ns |       127.0.0.1 | GET | /favicon.ico |"
time="2024-03-20 22:19:49" level=info msg="| 200 |      72.112µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:21:49" level=info msg="| 200 |       67.57µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:22:43" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"客服cjk\",\"avator\":\"/static/images/4.jpg\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-20 22:22:43\",\"to_id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"content\":\"1\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2024-03-20 22:22:43" level=info msg="| 200 |     5.01216ms |             ::1 | POST | /2/message |"
time="2024-03-20 22:22:48" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"客服cjk\",\"avator\":\"/static/images/4.jpg\",\"id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-03-20 22:22:48\",\"to_id\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"content\":\"1\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2024-03-20 22:22:48" level=info msg="| 200 |    7.000325ms |             ::1 | POST | /2/message |"
time="2024-03-20 22:23:49" level=info msg="| 200 |      92.203µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:25:49" level=info msg="| 200 |     100.111µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:28:07" level=info msg="| 200 | 10m14.522137883s |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-20 22:28:10" level=info msg="| 200 |     124.402µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:30:10" level=info msg="| 200 |     101.196µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:32:10" level=info msg="| 200 |     116.443µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:34:10" level=info msg="| 200 |      92.646µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:36:10" level=info msg="| 200 |      94.288µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 22:36:29" level=info msg="| 200 | 18m40.312815805s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:36:31" level=info msg="| 200 |    6.995662ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:36:33" level=info msg="| 200 |    2.480226ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:36:36" level=info msg="| 200 |    1.063521ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:36:40" level=info msg="| 200 |     1.42408ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:36:46" level=info msg="| 200 |    2.046327ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:41:36" level=info msg="| 200 |   208.98712ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:41:47" level=info msg="| 200 |   26.656033ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-20 22:42:05" level=info msg="| 200 |    9.058023ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
