time="2024-03-22 22:15:01" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-22 22:15:01" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"1\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-22 22:15:01" level=info msg="| 404 |         119ns |             ::1 | GET | /favicon.ico |"
time="2024-03-22 22:18:41" level=info msg="| 200 | 38.619520632s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNjg5Mywia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.WFrRMVv7PcrdsGCpXokHaZGi6NjoskxEioDqqhxpYS0 |"
time="2024-03-22 22:18:41" level=info msg="| 200 |     2.68573ms |             ::1 | GET | /login |"
time="2024-03-22 22:18:55" level=info msg="| 200 |     991.874µs |             ::1 | POST | /check |"
time="2024-03-22 22:18:55" level=info msg="| 200 |    1.335591ms |             ::1 | GET | /main |"
time="2024-03-22 22:18:56" level=info msg="| 200 |     709.124µs |             ::1 | POST | /check_auth |"
time="2024-03-22 22:18:56" level=info msg="| 200 |     3.22199ms |             ::1 | GET | /chat_main |"
time="2024-03-22 22:18:56" level=info msg="| 200 |     904.228µs |             ::1 | GET | /ipblacks |"
time="2024-03-22 22:18:56" level=info msg="| 200 |    5.459417ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:18:56" level=info msg="| 200 |    4.800554ms |             ::1 | GET | /replys |"
time="2024-03-22 22:18:56" level=info msg="| 200 |     7.39848ms |             ::1 | GET | /kefuinfo |"
time="2024-03-22 22:18:58" level=info msg="| 200 |    1.657647ms |             ::1 | GET | /visitors?page=1 |"
time="2024-03-22 22:20:36" level=info msg="| 200 |   11.135364ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:20:37" level=info msg="| 200 |    1.404414ms |             ::1 | GET | /login |"
time="2024-03-22 22:20:37" level=info msg="| 200 | 1m41.161239806s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzEzNSwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.PXbe0wRNubEurtb2dCB7-tCMN2F2DVefKLGuS-nlitc |"
time="2024-03-22 22:20:37" level=info msg="| 200 |    3.399696ms |             ::1 | GET | /login |"
time="2024-03-22 22:20:51" level=info msg="| 200 |    7.311051ms |             ::1 | POST | /check |"
time="2024-03-22 22:20:51" level=info msg="| 200 |     1.52978ms |             ::1 | GET | /main |"
time="2024-03-22 22:20:53" level=info msg="| 200 |    1.604523ms |             ::1 | POST | /check_auth |"
time="2024-03-22 22:20:53" level=info msg="| 200 |    4.244881ms |             ::1 | GET | /chat_main |"
time="2024-03-22 22:20:54" level=info msg="| 200 |      67.835µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:20:54" level=info msg="| 200 |    1.927363ms |             ::1 | GET | /kefuinfo |"
time="2024-03-22 22:20:54" level=info msg="| 200 |    2.981341ms |             ::1 | GET | /replys |"
time="2024-03-22 22:20:54" level=info msg="| 200 |    5.430434ms |             ::1 | GET | /ipblacks |"
time="2024-03-22 22:20:59" level=info msg="| 200 |    1.051668ms |             ::1 | GET | /visitors?page=1 |"
time="2024-03-22 22:22:54" level=info msg="| 200 |      91.225µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:24:54" level=info msg="| 200 |     129.784µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:26:54" level=info msg="| 200 |     214.706µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:28:12" level=info msg="| 200 | 10m7.058423021s |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-22 22:28:55" level=info msg="| 200 |      66.269µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:31:49" level=info msg="| 200 |      70.533µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:33:49" level=info msg="| 200 |       86.59µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:35:49" level=info msg="| 200 |     105.066µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:37:49" level=info msg="| 200 |      78.677µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:39:49" level=info msg="| 200 |      91.548µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:41:49" level=info msg="| 200 |      64.204µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:43:49" level=info msg="| 200 |     533.321µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:45:49" level=info msg="| 200 |      80.378µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:47:49" level=info msg="| 200 |      72.454µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:49:49" level=info msg="| 200 |     128.834µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 22:50:13" level=info msg="| 200 | 29m18.876636997s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-22 23:01:11" level=info msg="| 200 |    3.065737ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 23:16:53" level=info msg="| 200 |     250.346µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 23:28:16" level=info msg="| 200 |     456.396µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-22 23:44:21" level=info msg="| 200 |     148.375µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 00:00:02" level=info msg="| 200 |     252.764µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 00:11:26" level=info msg="| 200 |     374.688µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 00:22:49" level=info msg="| 200 |    2.860049ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 00:31:22" level=info msg="| 200 |     132.571µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 00:42:45" level=info msg="| 200 |     259.966µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 00:54:08" level=info msg="| 200 |     257.211µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 01:10:13" level=info msg="| 200 |      99.072µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 01:21:36" level=info msg="| 200 |     261.696µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 01:32:59" level=info msg="| 200 |     256.352µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 01:44:23" level=info msg="| 200 |     334.872µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 02:00:28" level=info msg="| 200 |     123.398µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 02:18:06" level=info msg="| 200 |     207.898µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 02:20:06" level=info msg="| 200 |     190.398µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 02:21:52" level=info msg="| 200 | 35m19.22327657s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:21:53" level=info msg="| 200 |    5.376523ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:21:55" level=info msg="| 200 |    10.39118ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:21:58" level=info msg="| 200 |   16.361266ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:22:02" level=info msg="| 200 |    5.454932ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:22:06" level=info msg="| 200 |     338.381µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 02:22:08" level=info msg="| 200 |   11.310076ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:22:16" level=info msg="| 200 |    8.096046ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:22:28" level=info msg="| 200 |    7.657719ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:22:46" level=info msg="| 200 |    4.786429ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:23:12" level=info msg="| 200 |    9.516884ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:23:43" level=info msg="| 200 |    4.200204ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:24:06" level=info msg="| 200 |     310.216µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 02:24:14" level=info msg="| 200 |    5.137616ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:24:45" level=info msg="| 200 |    5.018841ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:25:16" level=info msg="| 200 |     2.99444ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:25:47" level=info msg="| 200 |    3.344667ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:26:06" level=info msg="| 200 |     530.967µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 02:26:18" level=info msg="| 200 |    4.286424ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:26:49" level=info msg="| 200 |    7.211027ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:27:20" level=info msg="| 200 |    2.399617ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:27:51" level=info msg="| 200 |    3.883176ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTExNzI1MSwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.Z7sE9KGnmNuTiwtIWXlpYA62RlEchZC1Nl5UWKFt7dA |"
time="2024-03-23 02:28:06" level=info msg="| 200 |    1.436434ms |             ::1 | GET | /visitors_kefu_online |"
